user,artist,sex,country
7086,vnv nation,m,Belgium
7086,depeche mode,m,Belgium
7086,joy division,m,Belgium
7086,rammstein,m,Belgium
7086,tristania,m,Belgium
7086,korpiklaani,m,Belgium
7086,guano apes,m,Belgium
7086,live,m,Belgium
7086,lacuna coil,m,Belgium
7086,nightwish,m,Belgium
7086,the cure,m,Belgium
7086,r.e.m.,m,Belgium
7088,the mars volta,m,United Kingdom
7088,red hot chili peppers,m,United Kingdom
7088,tool,m,United Kingdom
7088,king crimson,m,United Kingdom
7088,system of a down,m,United Kingdom
7088,tv on the radio,m,United Kingdom
7088,david bowie,m,United Kingdom
7088,a perfect circle,m,United Kingdom
7088,[unknown],m,United Kingdom
7088,nick cave and the bad seeds,m,United Kingdom
7088,queen,m,United Kingdom
7088,sufjan stevens,m,United Kingdom
7088,blondie,m,United Kingdom
7088,afi,m,United Kingdom
7088,jimi hendrix,m,United Kingdom
7088,the white stripes,m,United Kingdom
7088,muse,m,United Kingdom
7088,at the drive-in,m,United Kingdom
7088,led zeppelin,m,United Kingdom
7088,akira yamaoka,m,United Kingdom
7088,the cardigans,m,United Kingdom
7088,architecture in helsinki,m,United Kingdom
7088,funeral for a friend,m,United Kingdom
7088,dj krush,m,United Kingdom
7088,the rolling stones,m,United Kingdom
7088,iron maiden,m,United Kingdom
7088,tenacious d,m,United Kingdom
7088,incubus,m,United Kingdom
7088,city and colour,m,United Kingdom
7088,patrick wolf,m,United Kingdom
7088,kate bush,m,United Kingdom
7088,marilyn manson,m,United Kingdom
7088,arcade fire,m,United Kingdom
7088,ozzy osbourne,m,United Kingdom
7088,bush,m,United Kingdom
7088,goldfrapp,m,United Kingdom
7088,green day,m,United Kingdom
7088,misfits,m,United Kingdom
7088,the beach boys,m,United Kingdom
7088,audioslave,m,United Kingdom
7090,placebo,m,Argentina
7090,marilyn manson,m,Argentina
7090,the smashing pumpkins,m,Argentina
7090,radiohead,m,Argentina
7090,linkin park,m,Argentina
7090,my chemical romance,m,Argentina
7090,the beatles,m,Argentina
7090,30 seconds to mars,m,Argentina
7090,the cure,m,Argentina
7090,him,m,Argentina
7090,black rebel motorcycle club,m,Argentina
7090,nirvana,m,Argentina
7090,queen,m,Argentina
7090,eminem,m,Argentina
7090,buckethead,m,Argentina
7090,joe satriani,m,Argentina
7090,bullet for my valentine,m,Argentina
7090,breaking benjamin,m,Argentina
7090,nine inch nails,m,Argentina
7090,ozzy osbourne,m,Argentina
7090,alanis morissette,m,Argentina
7090,pink floyd,m,Argentina
7090,the killers,m,Argentina
7090,arctic monkeys,m,Argentina
7090,david bowie,m,Argentina
7090,foo fighters,m,Argentina
7090,tenacious d,m,Argentina
7090,t.a.t.u.,m,Argentina
7090,tool,m,Argentina
7090,evanescence,m,Argentina
7090,johnny cash,m,Argentina
7090,muse,m,Argentina
7090,the police,m,Argentina
7090,guns n roses,m,Argentina
7090,roxette,m,Argentina
7090,stereophonics,m,Argentina
7090,u2,m,Argentina
7090,metallica,m,Argentina
7090,dashboard confessional,m,Argentina
7090,maxïmo park,m,Argentina
7090,system of a down,m,Argentina
7090,bob marley,m,Argentina
7090,oasis,m,Argentina
7090,rammstein,m,Argentina
7090,die toten hosen,m,Argentina
7090,the strokes,m,Argentina
7091,stereolab,m,United Kingdom
7091,tortoise,m,United Kingdom
7091,air,m,United Kingdom
7091,beastie boys,m,United Kingdom
7091,zero 7,m,United Kingdom
7091,the beatles,m,United Kingdom
7091,the stone roses,m,United Kingdom
7091,the cinematic orchestra,m,United Kingdom
7091,beck,m,United Kingdom
7091,boards of canada,m,United Kingdom
7091,massive attack,m,United Kingdom
7091,dj shadow,m,United Kingdom
7091,frank zappa,m,United Kingdom
7091,lcd soundsystem,m,United Kingdom
7091,led zeppelin,m,United Kingdom
7091,james brown,m,United Kingdom
7091,my bloody valentine,m,United Kingdom
7091,portishead,m,United Kingdom
7091,mogwai,m,United Kingdom
7091,marvin gaye,m,United Kingdom
7091,nightmares on wax,m,United Kingdom
7091,kraftwerk,m,United Kingdom
7091,four tet,m,United Kingdom
7091,the specials,m,United Kingdom
7091,public enemy,m,United Kingdom
7091,rage against the machine,m,United Kingdom
7091,neil young,m,United Kingdom
7091,squarepusher,m,United Kingdom
7092,the kooks,f,Germany
7092,paolo nutini,f,Germany
7092,regina spektor,f,Germany
7092,arctic monkeys,f,Germany
7092,razorlight,f,Germany
7092,kate nash,f,Germany
7092,foo fighters,f,Germany
7092,maria mena,f,Germany
7092,franz ferdinand,f,Germany
7092,the fray,f,Germany
7092,amy macdonald,f,Germany
7092,belle and sebastian,f,Germany
7092,the killers,f,Germany
7092,dashboard confessional,f,Germany
7092,mando diao,f,Germany
7092,the fratellis,f,Germany
7092,coldplay,f,Germany
7092,stereophonics,f,Germany
7092,the cardigans,f,Germany
7092,jason mraz,f,Germany
7092,onerepublic,f,Germany
7092,tegan and sara,f,Germany
7092,nelly furtado,f,Germany
7092,the beatles,f,Germany
7092,rise against,f,Germany
7092,the shins,f,Germany
7092,jack johnson,f,Germany
7092,kings of leon,f,Germany
7093,the knife,m,Poland
7093,johnny cash,m,Poland
7093,beastie boys,m,Poland
7093,radiohead,m,Poland
7093,kimya dawson,m,Poland
7093,portishead,m,Poland
7093,belle and sebastian,m,Poland
7093,paramore,m,Poland
7093,the ting tings,m,Poland
7093,m.i.a.,m,Poland
7093,sonic youth,m,Poland
7093,the kinks,m,Poland
7093,cat power,m,Poland
7093,the velvet underground,m,Poland
7093,mgmt,m,Poland
7093,thievery corporation,m,Poland
7093,rage against the machine,m,Poland
7093,the killers,m,Poland
7093,guano apes,m,Poland
7093,katy perry,m,Poland
7093,björk,m,Poland
7093,pink,m,Poland
7093,pj harvey,m,Poland
7093,the rolling stones,m,Poland
7093,bob dylan,m,Poland
7093,franz ferdinand,m,Poland
7093,sex pistols,m,Poland
7093,peaches,m,Poland
7093,placebo,m,Poland
7093,jay-z,m,Poland
7093,ladytron,m,Poland
7093,the cure,m,Poland
7094,the clash,m,Sweden
7094,ramones,m,Sweden
7094,radiohead,m,Sweden
7094,the hives,m,Sweden
7094,the beatles,m,Sweden
7094,tom petty and the heartbreakers,m,Sweden
7094,the cranberries,m,Sweden
7095,machine head,m,Bulgaria
7095,massive attack,m,Bulgaria
7095,disturbed,m,Bulgaria
7095,tosca,m,Bulgaria
7095,sublime,m,Bulgaria
7095,fear factory,m,Bulgaria
7095,portishead,m,Bulgaria
7095,static-x,m,Bulgaria
7095,cansei de ser sexy,m,Bulgaria
7095,ac/dc,m,Bulgaria
7095,koЯn,m,Bulgaria
7096,misfits,m,Russian Federation
7096,mötley crüe,m,Russian Federation
7096,metallica,m,Russian Federation
7096,ramones,m,Russian Federation
7096,blink-182,m,Russian Federation
7096,slayer,m,Russian Federation
7096,def leppard,m,Russian Federation
7096,skid row,m,Russian Federation
7096,ozzy osbourne,m,Russian Federation
7096,megadeth,m,Russian Federation
7096,[unknown],m,Russian Federation
7096,sex pistols,m,Russian Federation
7096,bon jovi,m,Russian Federation
7096,joe satriani,m,Russian Federation
7096,black sabbath,m,Russian Federation
7096,napalm death,m,Russian Federation
7096,kiss,m,Russian Federation
7096,sodom,m,Russian Federation
7097,justice,m,Australia
7097,basement jaxx,m,Australia
7097,akon,m,Australia
7097,girl talk,m,Australia
7097,calvin harris,m,Australia
7097,the presets,m,Australia
7097,groove armada,m,Australia
7097,the chemical brothers,m,Australia
7097,fatboy slim,m,Australia
7097,the ting tings,m,Australia
7097,daft punk,m,Australia
7097,mgmt,m,Australia
7097,bloc party,m,Australia
7097,[unknown],m,Australia
7097,children of bodom,m,Australia
7097,röyksopp,m,Australia
7097,erykah badu,m,Australia
7097,cascada,m,Australia
7097,scissor sisters,m,Australia
7098,in flames,m,Finland
7098,fear factory,m,Finland
7098,children of bodom,m,Finland
7098,dark tranquillity,m,Finland
7098,metallica,m,Finland
7098,pain,m,Finland
7098,norther,m,Finland
7098,koЯn,m,Finland
7098,sonata arctica,m,Finland
7098,finntroll,m,Finland
7098,soulfly,m,Finland
7098,machine head,m,Finland
7098,rob zombie,m,Finland
7098,apocalyptica,m,Finland
7098,iron maiden,m,Finland
7098,dimmu borgir,m,Finland
7098,slayer,m,Finland
7098,stratovarius,m,Finland
7098,amon amarth,m,Finland
7098,rhapsody of fire,m,Finland
7098,nightwish,m,Finland
7098,disturbed,m,Finland
7098,turisas,m,Finland
7098,chimaira,m,Finland
7098,heaven shall burn,m,Finland
7098,sentenced,m,Finland
7098,symphony x,m,Finland
7098,amorphis,m,Finland
7098,deathstars,m,Finland
7098,samael,m,Finland
7098,slipknot,m,Finland
7098,opeth,m,Finland
7098,the 69 eyes,m,Finland
7099,satyricon,m,Germany
7099,metallica,m,Germany
7099,blind guardian,m,Germany
7099,norther,m,Germany
7099,iron maiden,m,Germany
7099,darkthrone,m,Germany
7099,sodom,m,Germany
7100,dashboard confessional,m,United States
7100,paramore,m,United States
7100,say anything,m,United States
7100,backstreet boys,m,United States
7100,jimmy eat world,m,United States
7100,senses fail,m,United States
7100,the all-american rejects,m,United States
7100,hot hot heat,m,United States
7100,third eye blind,m,United States
7100,motion city soundtrack,m,United States
7100,fall out boy,m,United States
7100,avril lavigne,m,United States
7100,papa roach,m,United States
7100,relient k,m,United States
7100,usher,m,United States
7100,the blood brothers,m,United States
7100,blink-182,m,United States
7100,the beatles,m,United States
7101,ok go,f,Norway
7101,something corporate,f,Norway
7101,lady gaga,f,Norway
7101,the beatles,f,Norway
7101,the all-american rejects,f,Norway
7101,green day,f,Norway
7101,mindless self indulgence,f,Norway
7101,alexisonfire,f,Norway
7101,nofx,f,Norway
7101,him,f,Norway
7101,john mayer,f,Norway
7101,motion city soundtrack,f,Norway
7101,senses fail,f,Norway
7101,mastodon,f,Norway
7101,good charlotte,f,Norway
7101,cute is what we aim for,f,Norway
7101,rancid,f,Norway
7101,sum 41,f,Norway
7101,30 seconds to mars,f,Norway
7101,red.jumpsuit.apparatus,f,Norway
7101,panic! at the disco,f,Norway
7101,relient k,f,Norway
7103,beirut,f,Turkey
7103,yann tiersen,f,Turkey
7103,air,f,Turkey
7103,radiohead,f,Turkey
7103,sigur rós,f,Turkey
7103,nick drake,f,Turkey
7103,blonde redhead,f,Turkey
7103,the doors,f,Turkey
7103,nouvelle vague,f,Turkey
7103,bob marley,f,Turkey
7104,bob dylan,m,Spain
7104,m. ward,m,Spain
7104,neil young,m,Spain
7104,johnny cash,m,Spain
7105,alanis morissette,m,Brazil
7105,dave matthews band,m,Brazil
7105,gavin degraw,m,Brazil
7105,goldfinger,m,Brazil
7105,beastie boys,m,Brazil
7105,the beatles,m,Brazil
7105,amy winehouse,m,Brazil
7105,fall out boy,m,Brazil
7105,millencolin,m,Brazil
7105,bon jovi,m,Brazil
7105,bob marley,m,Brazil
7105,oasis,m,Brazil
7105,asian dub foundation,m,Brazil
7105,rage against the machine,m,Brazil
7105,rancid,m,Brazil
7105,jack johnson,m,Brazil
7105,good charlotte,m,Brazil
7105,sublime,m,Brazil
7105,incubus,m,Brazil
7105,system of a down,m,Brazil
7105,john mayer,m,Brazil
7105,erykah badu,m,Brazil
7105,pennywise,m,Brazil
7105,papa roach,m,Brazil
7105,cypress hill,m,Brazil
7106,relient k,m,United States
7106,the white stripes,m,United States
7106,anberlin,m,United States
7106,sufjan stevens,m,United States
7106,radiohead,m,United States
7106,bruce springsteen,m,United States
7106,iron & wine,m,United States
7106,andrew bird,m,United States
7106,arcade fire,m,United States
7106,u2,m,United States
7106,the national,m,United States
7106,coldplay,m,United States
7107,neil young,m,United States
7107,radiohead,m,United States
7107,steely dan,m,United States
7107,brian eno,m,United States
7107,death,m,United States
7107,tom waits,m,United States
7107,simon & garfunkel,m,United States
7107,bruce springsteen,m,United States
7107,stevie wonder,m,United States
7107,john coltrane,m,United States
7107,paul mccartney,m,United States
7107,the jimi hendrix experience,m,United States
7107,led zeppelin,m,United States
7107,paul simon,m,United States
7107,van morrison,m,United States
7107,nick drake,m,United States
7107,otis redding,m,United States
7107,the byrds,m,United States
7107,joni mitchell,m,United States
7107,supergrass,m,United States
7107,the who,m,United States
7110,tori amos,m,Spain
7110,the black keys,m,Spain
7110,isis,m,Spain
7110,tool,m,Spain
7110,the mars volta,m,Spain
7110,neil young,m,Spain
7110,the who,m,Spain
7111,nofx,m,Italy
7111,jethro tull,m,Italy
7111,gamma ray,m,Italy
7111,pink floyd,m,Italy
7111,public enemy,m,Italy
7111,rush,m,Italy
7111,cypress hill,m,Italy
7111,iron maiden,m,Italy
7111,lynyrd skynyrd,m,Italy
7111,testament,m,Italy
7111,black sabbath,m,Italy
7111,megadeth,m,Italy
7111,manowar,m,Italy
7111,sonata arctica,m,Italy
7111,slayer,m,Italy
7111,rancid,m,Italy
7111,children of bodom,m,Italy
7111,blind guardian,m,Italy
7111,metallica,m,Italy
7111,death,m,Italy
7111,ice cube,m,Italy
7111,the haunted,m,Italy
7111,eminem,m,Italy
7111,jimi hendrix,m,Italy
7111,dark tranquillity,m,Italy
7111,christina aguilera,m,Italy
7111,fear factory,m,Italy
7111,rise against,m,Italy
7111,nirvana,m,Italy
7111,de la soul,m,Italy
7111,u2,m,Italy
7111,pantera,m,Italy
7111,the offspring,m,Italy
7112,madonna,m,Turkey
7112,natasha bedingfield,m,Turkey
7112,lady gaga,m,Turkey
7112,the pussycat dolls,m,Turkey
7112,róisín murphy,m,Turkey
7112,goldfrapp,m,Turkey
7112,yann tiersen,m,Turkey
7112,rihanna,m,Turkey
7112,flo rida,m,Turkey
7113,placebo,m,Turkey
7113,deftones,m,Turkey
7113,bloc party,m,Turkey
7113,my chemical romance,m,Turkey
7113,armin van buuren,m,Turkey
7113,hooverphonic,m,Turkey
7113,beck,m,Turkey
7113,cocteau twins,m,Turkey
7113,the gathering,m,Turkey
7113,the killers,m,Turkey
7113,beirut,m,Turkey
7113,sade,m,Turkey
7113,pain of salvation,m,Turkey
7113,the cardigans,m,Turkey
7114,jimmy eat world,m,United States
7114,coheed and cambria,m,United States
7114,blackfield,m,United States
7114,ben folds,m,United States
7114,green day,m,United States
7114,the ataris,m,United States
7114,thrice,m,United States
7114,john williams,m,United States
7114,the beatles,m,United States
7116,manowar,m,Finland
7116,motörhead,m,Finland
7116,avantasia,m,Finland
7116,sonata arctica,m,Finland
7116,amorphis,m,Finland
7116,metallica,m,Finland
7116,black sabbath,m,Finland
7116,apocalyptica,m,Finland
7116,rhapsody of fire,m,Finland
7116,soulfly,m,Finland
7116,in flames,m,Finland
7116,blind guardian,m,Finland
7116,hammerfall,m,Finland
7118,sigur rós,f,Latvia
7118,the 69 eyes,f,Latvia
7118,norther,f,Latvia
7118,metallica,f,Latvia
7118,placebo,f,Latvia
7118,the kooks,f,Latvia
7118,korpiklaani,f,Latvia
7118,kings of leon,f,Latvia
7118,kings of convenience,f,Latvia
7118,muse,f,Latvia
7118,from first to last,f,Latvia
7118,pink floyd,f,Latvia
7118,interpol,f,Latvia
7118,type o negative,f,Latvia
7118,mogwai,f,Latvia
7118,röyksopp,f,Latvia
7118,the killers,f,Latvia
7118,queens of the stone age,f,Latvia
7118,paolo nutini,f,Latvia
7118,sentenced,f,Latvia
7118,trivium,f,Latvia
7118,angels & airwaves,f,Latvia
7118,coldplay,f,Latvia
7118,radiohead,f,Latvia
7118,the birthday massacre,f,Latvia
7118,franz ferdinand,f,Latvia
7118,the libertines,f,Latvia
7118,biffy clyro,f,Latvia
7118,paramore,f,Latvia
7118,sex pistols,f,Latvia
7118,soilwork,f,Latvia
7118,ensiferum,f,Latvia
7119,combichrist,m,Mexico
7119,rammstein,m,Mexico
7119,[unknown],m,Mexico
7119,muse,m,Mexico
7119,oomph!,m,Mexico
7119,ministry,m,Mexico
7119,iron maiden,m,Mexico
7119,apoptygma berzerk,m,Mexico
7119,slipknot,m,Mexico
7119,system of a down,m,Mexico
7119,limp bizkit,m,Mexico
7119,static-x,m,Mexico
7119,godsmack,m,Mexico
7119,kmfdm,m,Mexico
7119,nightwish,m,Mexico
7119,vnv nation,m,Mexico
7119,the doors,m,Mexico
7119,mötley crüe,m,Mexico
7119,metallica,m,Mexico
7119,apocalyptica,m,Mexico
7119,nine inch nails,m,Mexico
7119,rob zombie,m,Mexico
7119,mindless self indulgence,m,Mexico
7119,scorpions,m,Mexico
7119,iamx,m,Mexico
7119,helloween,m,Mexico
7119,koЯn,m,Mexico
7119,deep purple,m,Mexico
7119,papa roach,m,Mexico
7121,stereolab,m,Russian Federation
7121,röyksopp,m,Russian Federation
7121,booka shade,m,Russian Federation
7121,infected mushroom,m,Russian Federation
7121,groove armada,m,Russian Federation
7121,thievery corporation,m,Russian Federation
7121,moby,m,Russian Federation
7121,kings of convenience,m,Russian Federation
7122,underoath,m,United States
7122,brand new,m,United States
7122,dave matthews band,m,United States
7122,tenacious d,m,United States
7122,coheed and cambria,m,United States
7122,chiodos,m,United States
7122,311,m,United States
7122,say anything,m,United States
7122,the fall of troy,m,United States
7122,motion city soundtrack,m,United States
7122,dropkick murphys,m,United States
7122,saosin,m,United States
7122,goldfinger,m,United States
7122,taking back sunday,m,United States
7122,the black dahlia murder,m,United States
7122,all shall perish,m,United States
7122,mae,m,United States
7122,something corporate,m,United States
7122,fall out boy,m,United States
7122,as i lay dying,m,United States
7122,anberlin,m,United States
7122,the smashing pumpkins,m,United States
7123,children of bodom,m,Italy
7123,mike oldfield,m,Italy
7123,arch enemy,m,Italy
7123,tori amos,m,Italy
7123,dark tranquillity,m,Italy
7123,iron maiden,m,Italy
7123,testament,m,Italy
7123,deep purple,m,Italy
7123,judas priest,m,Italy
7123,norther,m,Italy
7123,apocalyptica,m,Italy
7123,pain of salvation,m,Italy
7123,symphony x,m,Italy
7123,sentenced,m,Italy
7123,korpiklaani,m,Italy
7123,metallica,m,Italy
7123,disturbed,m,Italy
7123,death,m,Italy
7123,iced earth,m,Italy
7123,deathstars,m,Italy
7123,ensiferum,m,Italy
7123,meshuggah,m,Italy
7123,amon amarth,m,Italy
7123,strapping young lad,m,Italy
7123,depeche mode,m,Italy
7124,the beatles,m,United States
7124,talking heads,m,United States
7124,the raveonettes,m,United States
7124,r.e.m.,m,United States
7124,the magnetic fields,m,United States
7124,counting crows,m,United States
7124,they might be giants,m,United States
7124,philip glass,m,United States
7124,the cure,m,United States
7124,belle and sebastian,m,United States
7124,tom waits,m,United States
7124,the dresden dolls,m,United States
7124,my bloody valentine,m,United States
7124,radiohead,m,United States
7124,the clash,m,United States
7124,the dandy warhols,m,United States
7124,the new pornographers,m,United States
7124,the smashing pumpkins,m,United States
7124,stereolab,m,United States
7126,my chemical romance,m,United States
7126,death cab for cutie,m,United States
7126,emilie simon,m,United States
7126,the white stripes,m,United States
7126,hellogoodbye,m,United States
7126,say anything,m,United States
7127,boards of canada,m,Poland
7127,kings of convenience,m,Poland
7127,cut copy,m,Poland
7127,bonobo,m,Poland
7127,röyksopp,m,Poland
7127,justice,m,Poland
7127,daft punk,m,Poland
7127,air,m,Poland
7127,aphex twin,m,Poland
7127,justin timberlake,m,Poland
7127,the whitest boy alive,m,Poland
7127,crystal castles,m,Poland
7127,dj shadow,m,Poland
7127,digitalism,m,Poland
7127,ratatat,m,Poland
7127,booka shade,m,Poland
7127,prefuse 73,m,Poland
7127,calvin harris,m,Poland
7127,basement jaxx,m,Poland
7127,timbaland,m,Poland
7127,klaxons,m,Poland
7127,tokyo police club,m,Poland
7127,lcd soundsystem,m,Poland
7127,michael jackson,m,Poland
7127,peter bjorn and john,m,Poland
7127,nelly furtado,m,Poland
7127,boys noize,m,Poland
7128,bonobo,m,Italy
7128,ratatat,m,Italy
7128,björk,m,Italy
7128,clint mansell,m,Italy
7128,the beatles,m,Italy
7128,andrew lloyd webber,m,Italy
7128,frédéric chopin,m,Italy
7128,ella fitzgerald,m,Italy
7128,manu chao,m,Italy
7128,trentemøller,m,Italy
7128,tenacious d,m,Italy
7128,dream theater,m,Italy
7128,daft punk,m,Italy
7128,four tet,m,Italy
7128,röyksopp,m,Italy
7128,aphex twin,m,Italy
7128,the chemical brothers,m,Italy
7128,ennio morricone,m,Italy
7128,Édith piaf,m,Italy
7128,john coltrane,m,Italy
7128,architecture in helsinki,m,Italy
7128,dj shadow,m,Italy
7129,cat power,f,Switzerland
7129,incubus,f,Switzerland
7129,the beatles,f,Switzerland
7129,misfits,f,Switzerland
7129,elliott smith,f,Switzerland
7129,queens of the stone age,f,Switzerland
7129,apocalyptica,f,Switzerland
7129,radiohead,f,Switzerland
7129,pantera,f,Switzerland
7129,nirvana,f,Switzerland
7129,john lennon,f,Switzerland
7129,the shins,f,Switzerland
7129,my chemical romance,f,Switzerland
7129,the rolling stones,f,Switzerland
7129,nine inch nails,f,Switzerland
7129,neil young,f,Switzerland
7129,black sabbath,f,Switzerland
7129,melvins,f,Switzerland
7129,thrice,f,Switzerland
7129,tool,f,Switzerland
7129,deftones,f,Switzerland
7129,audioslave,f,Switzerland
7129,simon & garfunkel,f,Switzerland
7129,tegan and sara,f,Switzerland
7129,bob dylan,f,Switzerland
7129,kyuss,f,Switzerland
7129,slipknot,f,Switzerland
7129,eddie vedder,f,Switzerland
7129,led zeppelin,f,Switzerland
7129,muse,f,Switzerland
7129,koЯn,f,Switzerland
7129,the doors,f,Switzerland
7129,p.o.d.,f,Switzerland
7129,interpol,f,Switzerland
7129,a perfect circle,f,Switzerland
7129,rage against the machine,f,Switzerland
7129,cat stevens,f,Switzerland
7129,the notwist,f,Switzerland
7129,the used,f,Switzerland
7129,oasis,f,Switzerland
7129,jimmy eat world,f,Switzerland
7129,thievery corporation,f,Switzerland
7129,flogging molly,f,Switzerland
7129,moloko,f,Switzerland
7129,faithless,f,Switzerland
7129,pink floyd,f,Switzerland
7129,johnny cash,f,Switzerland
7130,duffy,m,Poland
7130,the cranberries,m,Poland
7130,coma,m,Poland
7130,clint mansell,m,Poland
7130,imogen heap,m,Poland
7130,madonna,m,Poland
7130,céline dion,m,Poland
7130,poets of the fall,m,Poland
7130,nouvelle vague,m,Poland
7130,leona lewis,m,Poland
7130,sarah mclachlan,m,Poland
7132,damien rice,f,Spain
7132,tool,f,Spain
7132,incubus,f,Spain
7132,john mayer,f,Spain
7132,a perfect circle,f,Spain
7132,josé gonzález,f,Spain
7132,amy winehouse,f,Spain
7132,ray lamontagne,f,Spain
7132,dredg,f,Spain
7132,andrew bird,f,Spain
7132,jamiroquai,f,Spain
7132,counting crows,f,Spain
7132,fiona apple,f,Spain
7132,ryan adams,f,Spain
7132,placebo,f,Spain
7132,the smashing pumpkins,f,Spain
7132,sara bareilles,f,Spain
7132,bon iver,f,Spain
7132,jet,f,Spain
7132,janis joplin,f,Spain
7132,feist,f,Spain
7132,sia,f,Spain
7132,cat power,f,Spain
7132,portishead,f,Spain
7132,paolo nutini,f,Spain
7132,ben harper,f,Spain
7132,deftones,f,Spain
7132,jack johnson,f,Spain
7132,the cinematic orchestra,f,Spain
7132,otis redding,f,Spain
7132,muse,f,Spain
7132,the kooks,f,Spain
7132,kings of convenience,f,Spain
7132,deus,f,Spain
7133,linkin park,f,Bulgaria
7133,fort minor,f,Bulgaria
7133,atb,f,Bulgaria
7133,chris cornell,f,Bulgaria
7133,nightwish,f,Bulgaria
7133,rihanna,f,Bulgaria
7133,sean paul,f,Bulgaria
7133,snoop dogg,f,Bulgaria
7133,depeche mode,f,Bulgaria
7133,eminem,f,Bulgaria
7133,gym class heroes,f,Bulgaria
7133,evanescence,f,Bulgaria
7133,sonata arctica,f,Bulgaria
7133,sting,f,Bulgaria
7133,howard shore,f,Bulgaria
7133,kanye west,f,Bulgaria
7133,christina aguilera,f,Bulgaria
7133,garbage,f,Bulgaria
7133,justin timberlake,f,Bulgaria
7133,deftones,f,Bulgaria
7133,tool,f,Bulgaria
7133,bryan adams,f,Bulgaria
7133,delerium,f,Bulgaria
7133,queen,f,Bulgaria
7133,sugababes,f,Bulgaria
7133,afi,f,Bulgaria
7137,the black dahlia murder,m,Germany
7137,parkway drive,m,Germany
7137,chevelle,m,Germany
7137,linkin park,m,Germany
7137,a day to remember,m,Germany
7137,all that remains,m,Germany
7137,amon amarth,m,Germany
7137,foo fighters,m,Germany
7137,paramore,m,Germany
7137,all shall perish,m,Germany
7139,30 seconds to mars,f,Sweden
7139,red.jumpsuit.apparatus,f,Sweden
7139,placebo,f,Sweden
7139,thursday,f,Sweden
7139,death cab for cutie,f,Sweden
7139,bush,f,Sweden
7139,angels & airwaves,f,Sweden
7139,city and colour,f,Sweden
7139,fall out boy,f,Sweden
7139,r.e.m.,f,Sweden
7139,staind,f,Sweden
7139,the streets,f,Sweden
7139,dj shadow,f,Sweden
7139,kent,f,Sweden
7139,alexisonfire,f,Sweden
7139,finch,f,Sweden
7139,the postal service,f,Sweden
7139,tool,f,Sweden
7139,panic at the disco,f,Sweden
7139,a perfect circle,f,Sweden
7139,incubus,f,Sweden
7139,coheed and cambria,f,Sweden
7139,muse,f,Sweden
7139,kimya dawson,f,Sweden
7140,the strokes,f,Brazil
7140,paolo nutini,f,Brazil
7140,the smiths,f,Brazil
7140,maroon 5,f,Brazil
7140,los hermanos,f,Brazil
7140,shakira,f,Brazil
7140,joss stone,f,Brazil
7140,radiohead,f,Brazil
7140,nirvana,f,Brazil
7140,franz ferdinand,f,Brazil
7140,ryan adams,f,Brazil
7140,nelly furtado,f,Brazil
7140,amy winehouse,f,Brazil
7140,kaiser chiefs,f,Brazil
7140,the raconteurs,f,Brazil
7140,jet,f,Brazil
7140,the beach boys,f,Brazil
7140,david bowie,f,Brazil
7140,alicia keys,f,Brazil
7140,caetano veloso,f,Brazil
7140,arctic monkeys,f,Brazil
7140,lenny kravitz,f,Brazil
7140,the smashing pumpkins,f,Brazil
7140,christina aguilera,f,Brazil
7140,the killers,f,Brazil
7140,travis,f,Brazil
7140,the white stripes,f,Brazil
7140,corinne bailey rae,f,Brazil
7140,soundgarden,f,Brazil
7140,janis joplin,f,Brazil
7140,ramones,f,Brazil
7140,keane,f,Brazil
7140,fiona apple,f,Brazil
7140,spoon,f,Brazil
7140,adele,f,Brazil
7140,john mayer,f,Brazil
7140,morrissey,f,Brazil
7140,foo fighters,f,Brazil
7141,sonata arctica,f,Brazil
7141,iced earth,f,Brazil
7141,dream theater,f,Brazil
7141,koЯn,f,Brazil
7141,apocalyptica,f,Brazil
7141,nightwish,f,Brazil
7141,system of a down,f,Brazil
7141,myslovitz,f,Brazil
7141,helloween,f,Brazil
7141,kamelot,f,Brazil
7141,lacrimosa,f,Brazil
7141,lacuna coil,f,Brazil
7141,rhapsody of fire,f,Brazil
7141,angra,f,Brazil
7141,therion,f,Brazil
7141,blind guardian,f,Brazil
7141,edguy,f,Brazil
7141,metallica,f,Brazil
7141,ayreon,f,Brazil
7141,epica,f,Brazil
7141,gotan project,f,Brazil
7141,enya,f,Brazil
7141,tristania,f,Brazil
7141,scorpions,f,Brazil
7141,avantasia,f,Brazil
7141,led zeppelin,f,Brazil
7141,evanescence,f,Brazil
7141,audioslave,f,Brazil
7141,seether,f,Brazil
7142,farin urlaub,f,Austria
7142,beatsteaks,f,Austria
7142,die toten hosen,f,Austria
7144,burial,m,United Kingdom
7144,pixies,m,United Kingdom
7144,nirvana,m,United Kingdom
7144,high contrast,m,United Kingdom
7144,mark ronson,m,United Kingdom
7144,amy winehouse,m,United Kingdom
7144,jurassic 5,m,United Kingdom
7144,pendulum,m,United Kingdom
7144,rjd2,m,United Kingdom
7144,the future sound of london,m,United Kingdom
7144,beastie boys,m,United Kingdom
7144,queens of the stone age,m,United Kingdom
7144,gnarls barkley,m,United Kingdom
7144,dj shadow,m,United Kingdom
7144,cypress hill,m,United Kingdom
7144,manu chao,m,United Kingdom
7144,prefuse 73,m,United Kingdom
7145,thievery corporation,m,United States
7145,brian eno,m,United States
